# arm reachability battery (142 sites): site, ctor, verdict, reachability-row killers, all killers
manifest.go:385	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|node_manifest_redaction_policies_are_not_sorted_unique_digest[1..64]	TestDecodeManifestClosedMemberRules;TestDecodeManifestClosedMemberRules/empty_redaction_policies;TestDigestArrayBoundEdges;TestDigestArrayBoundEdges/redaction_policies;TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|node_manifest_redaction_policies_are_not_sorted_unique_digest[1..64]
manifest.go:393	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|node_manifest_enrichment_profiles_are_not_sorted_unique_digest[0..256]	TestDecodeManifestClosedMemberRules;TestDecodeManifestClosedMemberRules/bad_enrichment_profile;TestDigestArrayBoundEdges;TestDigestArrayBoundEdges/enrichment_profiles;TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|node_manifest_enrichment_profiles_are_not_sorted_unique_digest[0..256]
manifest.go:401	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|node_manifest_limits_are_not_the_closed_DirectoryNodeLimits	TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|node_manifest_limits_are_not_the_closed_DirectoryNodeLimits;TestManifestLimitsBoundEdges;TestManifestLimitsBoundEdges/max_enrichment_bytes;TestManifestLimitsBoundEdges/max_enrichment_events;TestManifestLimitsBoundEdges/max_excerpt_bytes;TestManifestLimitsBoundEdges/max_excerpt_count;TestManifestLimitsBoundEdges/
manifest.go:408	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|node_manifest_extensions_are_not_reverse-DNS_keyed	TestDecodeManifestClosedMemberRules;TestDecodeManifestClosedMemberRules/bad_top-level_extensions;TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|node_manifest_extensions_are_not_reverse-DNS_keyed;TestExtensionKeyBoundEdges
manifest.go:416	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|node_manifest_is_not_canonical_JSON	TestDecodeManifestClosedMemberRules;TestDecodeManifestClosedMemberRules/deep_nesting_past_canonical_bound;TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|node_manifest_is_not_canonical_JSON
manifest.go:722	failInvalid	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failInvalid|observed_executable_digest_is_not_a_digest	TestCheckManifestBindings;TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failInvalid|observed_executable_digest_is_not_a_digest
manifest.go:729	failInvalid	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failInvalid|observed_provider_manifest_digest_is_not_a_digest	TestCheckManifestBindings;TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failInvalid|observed_provider_manifest_digest_is_not_a_digest
manifest.go:736	failInvalid	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failInvalid|observed_adapter_manifest_digest_is_not_a_digest	TestCheckManifestBindings;TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failInvalid|observed_adapter_manifest_digest_is_not_a_digest
manifest.go:743	failIntegrity	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failIntegrity|node_manifest_executable_binding_contradicts_the_observed_executable	TestCheckManifestBindings;TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failIntegrity|node_manifest_executable_binding_contradicts_the_observed_executable
manifest.go:750	failIntegrity	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failIntegrity|node_manifest_provider_binding_contradicts_the_observed_manifest	TestCheckManifestBindings;TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failIntegrity|node_manifest_provider_binding_contradicts_the_observed_manifest
manifest.go:757	failIntegrity	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failIntegrity|node_manifest_adapter_binding_contradicts_the_observed_manifest	TestCheckManifestBindings;TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failIntegrity|node_manifest_adapter_binding_contradicts_the_observed_manifest
probe.go:119	failInvalid	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failInvalid|probe_request_major_is_outside_the_locally_supported_registry	TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failInvalid|probe_request_major_is_outside_the_locally_supported_registry;TestProbeRequestRefusals
probe.go:127	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|expr|CheckProbeRequest|"probe_request_"+fault.detail	TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|expr|CheckProbeRequest|"probe_request_"+fault.detail
probe.go:134	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_request_carries_unknown_member	TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_request_carries_unknown_member;TestProbeRequestRefusals;TestProbeRequestRefusals/unknown_member
probe.go:141	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_request_misses_a_required_member	TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_request_misses_a_required_member
probe.go:149	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_request_platform_is_outside_the_negotiated_major_vocabulary	TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_request_platform_is_outside_the_negotiated_major_vocabulary;TestProbeRequestMajorVocabularies;TestProbeRequestMajorVocabularies/unknown_token;TestProbeRequestMajorVocabularies/v1_refuses_macos;TestProbeRequestMajorVocabularies/v1_refuses_wsl2;TestProbeRequestMajorVocabularies/v2_refuses_darwin;TestProbeReq
probe.go:157	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_request_architecture_is_outside_amd64|arm64	TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_request_architecture_is_outside_amd64|arm64;TestProbeRequestRefusals;TestProbeRequestRefusals/bad_architecture
probe.go:165	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_request_environment_identifiers_are_not_sorted_unique_strings[0..64]	TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_request_environment_identifiers_are_not_sorted_unique_strings[0..64];TestProbeRequestRefusals;TestProbeRequestRefusals/unsorted_environments;TestSortedUniqueStringsEdges;TestSortedUniqueStringsEdges/requested_environment_ids
probe.go:173	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_request_environment_identifier_is_not_an_environment-id	TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_request_environment_identifier_is_not_an_environment-id;TestProbeRequestRefusals;TestProbeRequestRefusals/bad_environment_id
probe.go:182	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_request_capabilities_are_not_sorted_unique_strings[0..8]	TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_request_capabilities_are_not_sorted_unique_strings[0..8];TestProbeRequestRefusals;TestProbeRequestRefusals/too_many_capabilities;TestSortedUniqueStringsEdges;TestSortedUniqueStringsEdges/requested_capabilities
probe.go:190	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_request_capability_is_outside_the_directory_registry	TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_request_capability_is_outside_the_directory_registry;TestProbeRequestRefusals;TestProbeRequestRefusals/unknown_capability
probe.go:198	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_request_extensions_are_not_reverse-DNS_keyed	TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_request_extensions_are_not_reverse-DNS_keyed;TestProbeRequestRefusals;TestProbeRequestRefusals/bad_extensions
probe.go:331	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|expr|CheckProbeResponse|"probe_response_"+fault.detail	TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|expr|CheckProbeResponse|"probe_response_"+fault.detail
probe.go:338	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_response_carries_unknown_member	TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_response_carries_unknown_member;TestProbeResponseRefusals;TestProbeResponseRefusals/unknown_member
probe.go:345	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_response_misses_a_required_member	TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_response_misses_a_required_member;TestMissingVectorsDriveTheMissingArm;TestMissingVectorsDriveTheMissingArm/probe_response_missing_member
probe.go:353	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_response_host_identifier_is_not_a_UUIDv7	TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_response_host_identifier_is_not_a_UUIDv7;TestProbeResponseRefusals;TestProbeResponseRefusals/bad_host_id
probe.go:361	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_response_node_build_is_not_the_closed_DirectoryNodeBuild	TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_response_node_build_is_not_the_closed_DirectoryNodeBuild;TestProbeResponseRefusals;TestProbeResponseRefusals/node_build_extra_member;TestStringBoundEdges;TestStringBoundEdges/node_build_node_id
probe.go:369	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_response_policy_digest_is_not_a_digest	TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_response_policy_digest_is_not_a_digest;TestProbeResponseRefusals;TestProbeResponseRefusals/bad_policy_digest
probe.go:377	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_response_environments_are_not_EnvironmentObservation[0..256]_by_shape	TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_response_environments_are_not_EnvironmentObservation[0..256]_by_shape;TestProbeEnvironmentsBoundEdges;TestProbeResponseRefusals;TestProbeResponseRefusals/non_object_environment;TestProbeResponseRefusals/too_many_environments
probe.go:385	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_response_findings_are_not_AdapterFinding[0..4096]	TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_response_findings_are_not_AdapterFinding[0..4096];TestProbeResponseFindingBound;TestProbeResponseRefusals;TestProbeResponseRefusals/bad_severity;TestProbeResponseRefusals/empty_finding_code;TestProbeResponseRefusals/empty_finding_message;TestProbeResponseRefusals/non_string_remediation;TestStringBoundEdges
probe.go:392	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_response_extensions_are_not_reverse-DNS_keyed	TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|probe_response_extensions_are_not_reverse-DNS_keyed
probe.go:541	failIntegrity	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failIntegrity|probe_node_build_node_identifier_differs_from_the_manifest	TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failIntegrity|probe_node_build_node_identifier_differs_from_the_manifest;TestNodeBuildEqualityRefusesDrift;TestNodeBuildEqualityRefusesDrift/node_id
probe.go:548	failIntegrity	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failIntegrity|probe_node_build_node_version_differs_from_the_manifest	TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failIntegrity|probe_node_build_node_version_differs_from_the_manifest;TestNodeBuildEqualityRefusesDrift;TestNodeBuildEqualityRefusesDrift/node_version
probe.go:555	failIntegrity	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failIntegrity|probe_node_build_executable_binding_differs_from_the_manifest	TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failIntegrity|probe_node_build_executable_binding_differs_from_the_manifest;TestNodeBuildEqualityRefusesDrift;TestNodeBuildEqualityRefusesDrift/executable
probe.go:562	failIntegrity	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failIntegrity|probe_node_build_provider_binding_differs_from_the_manifest	TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failIntegrity|probe_node_build_provider_binding_differs_from_the_manifest;TestNodeBuildEqualityRefusesDrift;TestNodeBuildEqualityRefusesDrift/provider_binding
probe.go:569	failIntegrity	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failIntegrity|probe_node_build_adapter_binding_differs_from_the_manifest	TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failIntegrity|probe_node_build_adapter_binding_differs_from_the_manifest;TestNodeBuildEqualityRefusesDrift;TestNodeBuildEqualityRefusesDrift/adapter_binding
protocol.go:331	failInvalid	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failInvalid|request_major_is_outside_the_locally_supported_registry	TestEncodeRequestRefusals;TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failInvalid|request_major_is_outside_the_locally_supported_registry
protocol.go:338	failUnknownOperation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failUnknownOperation|request_names_an_operation_outside_the_closed_registry|via_EncodeRequest	TestEncodeRequestRefusals;TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failUnknownOperation|request_names_an_operation_outside_the_closed_registry|via_EncodeRequest
protocol.go:345	failInvalid	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failInvalid|request_identifier_is_not_a_UUIDv7	TestEncodeRequestRefusals;TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failInvalid|request_identifier_is_not_a_UUIDv7
protocol.go:352	failInvalid	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failInvalid|request_deadline_is_outside_uint53[1..3600000]	TestEncodeRequestRefusals;TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failInvalid|request_deadline_is_outside_uint53[1..3600000];TestUint53BoundEdges;TestUint53BoundEdges/request_deadline_ms
protocol.go:360	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|expr|EncodeRequest|"request_body_"+fault.detail	TestEncodeRequestRefusals;TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|expr|EncodeRequest|"request_body_"+fault.detail
protocol.go:377	failViolation	SURVIVED		
protocol.go:399	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|request_frame_is_empty	TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|request_frame_is_empty
protocol.go:406	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|request_frame_exceeds_the_8_MiB_bound	TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|request_frame_exceeds_the_8_MiB_bound;TestFrameBoundEdges
protocol.go:414	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|expr|DecodeRequestFrame|"request_envelope_"+fault.detail;TestEveryDerivedArmFiresItsVector/frame|duplicate_member;TestEveryDerivedArmFiresItsVector/frame|lone_surrogate_escape;TestEveryDerivedArmFiresItsVector/frame|not_a_JSON_object;TestEveryDerivedArmFiresItsVector/frame|not_valid_UTF-8;TestEveryDerivedArmFiresItsVector/frame|trailing_data_after_the_object	TestDecodeRequestFrameRefusals;TestDecodeRequestFrameRefusals/duplicate_member;TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|expr|DecodeRequestFrame|"request_envelope_"+fault.detail;TestEveryDerivedArmFiresItsVector/frame|duplicate_member;TestEveryDerivedArmFiresItsVector/frame|lone_surrogate_escape;TestEveryDerivedArmFiresItsVector/frame|not_a_JSON_object;
protocol.go:421	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|request_envelope_carries_unknown_member	TestDecodeRequestFrameRefusals;TestDecodeRequestFrameRefusals/unknown_member;TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|request_envelope_carries_unknown_member
protocol.go:428	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|request_envelope_misses_a_required_member	TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|request_envelope_misses_a_required_member
protocol.go:435	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|request_schema_is_not_the_directory_node_request	TestDecodeRequestFrameRefusals;TestDecodeRequestFrameRefusals/wrong_schema;TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|request_schema_is_not_the_directory_node_request
protocol.go:443	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|request_protocol_version_is_not_a_string	TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|request_protocol_version_is_not_a_string
protocol.go:451	failViolation	KILLED	TestEveryDerivedArmFiresItsVector/ctor|failViolation|request_schema_version_is_not_a_string	TestDecodeRequestFrameRefusals;TestDecodeRequestFrameRefusals/non_string_schema_version;TestEveryDerivedArmFiresItsVector;TestEveryDerivedArmFiresItsVector/ctor|failViolation|request_schema_version_is_not_a_string
